Waste_Record_ID,Inventory_ID,Medicine_ID,Batch_Number,Waste_Date,Expiry_Date,Quantity_Wasted,Unit_Cost,Total_Waste_Value,Waste_Reason,Disposal_Method,Disposal_Status,Reported_By,Warehouse_Location,Remarks
WR001791,INV000280,MED052115,BAT454161,2026-01-30,2026-09-30,121,537.02,64979.42,Overstock,Incineration,Completed,EMP015,WH-A,Low demand
WR001792,INV003357,MED015171,BAT915097,2026-07-21,2027-02-02,4,504.35,2017.4,Expired,Recycling,Completed,EMP003,WH-E,Expired stock removed
WR001793,INV004719,MED034455,BAT812741,2026-03-28,2026-11-12,54,582.45,31452.3,Recalled,Return to Supplier,Completed,EMP017,WH-C,Safety recall
WR001794,INV003400,MED096082,BAT314510,2026-05-08,2029-05-16,160,384.66,61545.6,Contaminated,Return to Supplier,Completed,EMP010,WH-A,Contaminated during storage
WR001795,INV000787,MED072817,BAT946118,2026-06-21,2029-02-01,190,31.77,6036.3,Overstock,Return to Supplier,Pending,EMP019,WH-C,Low demand
WR001796,INV003875,MED036528,BAT554995,2026-05-25,2028-02-27,91,195.42,17783.22,Recalled,Recycling,Completed,EMP011,WH-B,Safety recall
WR001797,INV000760,MED096650,BAT840719,2026-02-21,2025-12-20,18,584.92,10528.56,Expired,Return to Supplier,Completed,EMP003,WH-A,Expired stock removed
WR001798,INV000019,MED011702,BAT349565,2026-01-31,2027-10-28,196,83.73,16411.08,Recalled,Return to Supplier,Completed,EMP017,WH-E,Manufacturer recall
WR001799,INV004533,MED054469,BAT938619,2026-01-24,2026-01-02,58,301.49,17486.42,Expired,Recycling,Pending,EMP004,WH-E,Medicine expired
WR001800,INV001358,MED031049,BAT663886,2026-03-28,2026-07-22,177,316.77,56068.29,Damaged,Biohazard Disposal,Completed,EMP007,WH-A,Broken container
WR001801,INV001451,MED007926,BAT630949,2026-07-21,2026-11-29,139,500.05,69506.95,Expired,Recycling,Completed,EMP013,WH-B,Medicine expired
WR001802,INV003872,MED008685,BAT956028,2026-05-20,2028-05-11,121,492.27,59564.67,Damaged,Recycling,Completed,EMP001,WH-D,Broken container
WR001803,INV001074,MED064570,BAT373951,2026-03-16,2027-10-16,102,264.31,26959.62,Damaged,Return to Supplier,Completed,EMP017,WH-B,Packaging damaged
WR001804,INV002071,MED010973,BAT335388,2026-06-09,2026-09-12,192,347.48,66716.16,Recalled,Biohazard Disposal,Completed,EMP015,WH-D,Safety recall
WR001805,INV001654,MED090872,BAT645252,2026-07-21,2026-08-05,42,391.86,16458.12,Expired,Biohazard Disposal,Completed,EMP014,WH-B,Medicine expired
WR001806,INV001083,MED083064,BAT359214,2026-04-17,2025-12-05,3,269.07,807.21,Expired,Return to Supplier,Completed,EMP006,WH-C,Medicine expired
WR001807,INV003365,MED061772,BAT970269,2026-04-23,2026-09-03,14,167.91,2350.74,Overstock,Recycling,Completed,EMP008,WH-B,Excess inventory
WR001808,INV001409,MED062162,BAT518820,2026-02-24,2026-08-02,187,543.69,101670.03,Damaged,Incineration,Completed,EMP002,WH-B,Packaging damaged
WR001809,INV001928,MED119429,BAT553976,2026-06-12,2028-07-09,152,392.04,59590.08,Recalled,Incineration,Completed,EMP015,WH-A,Manufacturer recall
WR001810,INV001516,MED132699,BAT678401,2026-07-21,2027-04-18,68,202.21,13750.28,Expired,Recycling,Completed,EMP001,WH-B,Medicine expired
WR001811,INV001433,MED114259,BAT709834,2026-07-21,2027-11-30,7,95.59,669.13,Expired,Biohazard Disposal,Pending,EMP020,WH-E,Expired stock removed
WR001812,INV000104,MED120584,BAT284171,2026-05-15,2025-12-28,132,320.86,42353.52,Damaged,Biohazard Disposal,Completed,EMP009,WH-C,Packaging damaged
WR001813,INV003819,MED041452,BAT507561,2026-04-11,2025-12-22,91,440.41,40077.31,Expired,Return to Supplier,Completed,EMP002,WH-B,Expired stock removed
WR001814,INV003743,MED097099,BAT325402,2026-06-12,2028-03-31,68,378.07,25708.76,Damaged,Return to Supplier,Pending,EMP018,WH-A,Broken container
WR001815,INV000838,MED038010,BAT715517,2026-07-14,2029-01-19,21,191.28,4016.88,Overstock,Return to Supplier,Completed,EMP020,WH-D,Low demand
WR001816,INV000487,MED020699,BAT503489,2026-07-21,2027-08-06,77,442.52,34074.04,Expired,Incineration,Completed,EMP009,WH-B,Medicine expired
WR001817,INV004433,MED079778,BAT223109,2026-07-21,2027-12-14,152,94.04,14294.08,Expired,Biohazard Disposal,Completed,EMP019,WH-B,Medicine expired
WR001818,INV001500,MED067919,BAT558607,2026-03-02,2026-11-14,157,547.4,85941.8,Recalled,Incineration,Completed,EMP019,WH-B,Manufacturer recall
WR001819,INV004913,MED006582,BAT755485,2026-07-21,2027-08-26,183,592.58,108442.14,Expired,Biohazard Disposal,Completed,EMP014,WH-C,Expired stock removed
WR001820,INV003801,MED107428,BAT265342,2026-01-30,2027-09-16,187,127.72,23883.64,Overstock,Return to Supplier,Completed,EMP004,WH-B,Excess inventory
WR001821,INV004246,MED035525,BAT964894,2026-05-30,2024-12-19,2,183.29,366.58,Expired,Biohazard Disposal,Completed,EMP006,WH-E,Expired stock removed
WR001822,INV002094,MED012449,BAT209935,2026-07-21,2027-12-12,141,204.18,28789.38,Expired,Incineration,Completed,EMP008,WH-C,Expired stock removed
WR001823,INV002256,MED110861,BAT928416,2026-04-16,2027-07-04,124,584.93,72531.32,Damaged,Incineration,Pending,EMP014,WH-A,Broken container
WR001824,INV002912,MED130521,BAT311459,2026-05-28,2026-02-02,51,89.35,4556.85,Expired,Recycling,Completed,EMP015,WH-B,Medicine expired
WR001825,INV003430,MED049795,BAT502676,2026-06-04,2027-03-26,86,153.35,13188.1,Recalled,Recycling,Completed,EMP007,WH-D,Manufacturer recall
WR001826,INV003603,MED026078,BAT599990,2026-07-18,2027-11-24,66,217.12,14329.92,Overstock,Incineration,Pending,EMP018,WH-B,Low demand
WR001827,INV003803,MED049030,BAT186560,2026-07-21,2028-05-31,155,45.0,6975.0,Expired,Recycling,Completed,EMP019,WH-C,Expired stock removed
WR001828,INV001903,MED054969,BAT968406,2026-06-05,2028-02-26,54,542.34,29286.36,Damaged,Biohazard Disposal,Completed,EMP014,WH-B,Broken container
WR001829,INV002960,MED019426,BAT569162,2026-01-26,2027-01-17,105,214.26,22497.3,Damaged,Return to Supplier,Completed,EMP014,WH-E,Broken container
WR001830,INV001253,MED093976,BAT372022,2026-07-21,2028-06-19,197,246.48,48556.56,Expired,Recycling,Completed,EMP005,WH-C,Expired stock removed
WR001831,INV004392,MED105231,BAT363293,2026-04-22,2026-04-14,175,228.49,39985.75,Expired,Recycling,Completed,EMP018,WH-E,Medicine expired
WR001832,INV001857,MED131280,BAT936185,2026-07-21,2028-08-11,157,345.99,54320.43,Expired,Incineration,Completed,EMP012,WH-C,Expired stock removed
WR001833,INV001839,MED048245,BAT247667,2026-07-21,2028-01-19,57,246.13,14029.41,Expired,Recycling,Completed,EMP009,WH-A,Expired stock removed
WR001834,INV004947,MED092023,BAT615558,2026-07-16,2028-09-09,118,568.85,67124.3,Overstock,Biohazard Disposal,Completed,EMP002,WH-B,Excess inventory
WR001835,INV004569,MED096416,BAT644590,2026-03-17,2028-07-14,153,548.18,83871.54,Contaminated,Biohazard Disposal,Completed,EMP009,WH-A,Contaminated during storage
WR001836,INV003397,MED058553,BAT197955,2026-06-27,2026-05-14,185,124.28,22991.8,Recalled,Recycling,Completed,EMP010,WH-B,Manufacturer recall
WR001837,INV000030,MED011431,BAT487477,2026-07-20,2026-07-18,152,423.61,64388.72,Expired,Return to Supplier,Completed,EMP005,WH-E,Medicine expired
WR001838,INV002970,MED048453,BAT631922,2026-06-30,2026-06-19,147,506.54,74461.38,Expired,Biohazard Disposal,Completed,EMP018,WH-D,Expired stock removed
WR001839,INV002250,MED067359,BAT654567,2026-06-22,2026-06-29,164,195.62,32081.68,Recalled,Incineration,Completed,EMP011,WH-D,Manufacturer recall
WR001840,INV001973,MED072990,BAT164176,2026-06-01,2025-10-02,24,289.96,6959.04,Recalled,Return to Supplier,Completed,EMP015,WH-C,Safety recall
WR001841,INV004311,MED079462,BAT762647,2026-06-03,2025-06-05,24,259.55,6229.2,Expired,Biohazard Disposal,Completed,EMP005,WH-B,Medicine expired
WR001842,INV004228,MED070243,BAT945919,2026-05-02,2028-03-03,126,453.36,57123.36,Damaged,Incineration,Completed,EMP020,WH-E,Broken container
WR001843,INV000883,MED118527,BAT278922,2026-03-11,2026-06-06,92,122.82,11299.44,Contaminated,Return to Supplier,Completed,EMP017,WH-D,Quality issue
WR001844,INV000713,MED131479,BAT927659,2026-03-19,2025-05-20,146,285.3,41653.8,Expired,Incineration,Completed,EMP017,WH-D,Expired stock removed
WR001845,INV003329,MED101842,BAT428629,2026-07-20,2025-11-12,130,335.49,43613.7,Expired,Biohazard Disposal,Completed,EMP009,WH-C,Expired stock removed
WR001846,INV003889,MED062757,BAT755472,2026-07-04,2026-06-15,65,412.71,26826.15,Damaged,Biohazard Disposal,Completed,EMP005,WH-B,Broken container
WR001847,INV004091,MED073431,BAT177087,2026-07-21,2027-04-30,179,533.09,95423.11,Expired,Biohazard Disposal,Completed,EMP003,WH-E,Expired stock removed
WR001848,INV000188,MED096409,BAT520884,2026-05-29,2027-06-04,17,429.59,7303.03,Recalled,Recycling,Completed,EMP014,WH-D,Manufacturer recall
WR001849,INV004974,MED092134,BAT372660,2026-07-21,2026-08-27,111,368.39,40891.29,Expired,Incineration,Pending,EMP006,WH-D,Medicine expired
WR001850,INV003382,MED066037,BAT294751,2026-04-08,2027-02-27,153,284.87,43585.11,Recalled,Return to Supplier,Completed,EMP011,WH-A,Safety recall
WR001851,INV004854,MED119863,BAT857591,2026-07-21,2027-10-22,167,420.73,70261.91,Expired,Return to Supplier,Completed,EMP010,WH-E,Medicine expired
WR001852,INV000628,MED012054,BAT713513,2026-02-17,2027-05-03,35,557.09,19498.15,Overstock,Return to Supplier,Completed,EMP007,WH-C,Excess inventory
WR001853,INV000926,MED089541,BAT600025,2026-02-26,2025-11-28,35,429.37,15027.95,Expired,Return to Supplier,Pending,EMP006,WH-D,Medicine expired
WR001854,INV000811,MED054487,BAT961545,2026-07-21,2027-09-21,22,466.57,10264.54,Expired,Recycling,Completed,EMP013,WH-D,Medicine expired
WR001856,INV000204,MED083677,BAT240718,2026-02-14,2028-07-06,40,201.76,8070.4,Overstock,Incineration,Pending,EMP016,WH-C,Low demand
WR001857,INV000285,MED077391,BAT340068,2026-02-07,2026-11-06,84,223.7,18790.8,Recalled,Recycling,Completed,EMP005,WH-B,Manufacturer recall
WR001858,INV000937,MED033104,BAT654797,2026-06-05,2027-10-01,54,9.11,491.94,Overstock,Biohazard Disposal,Completed,EMP010,WH-B,Low demand
WR001859,INV002531,MED130218,BAT657322,2026-04-23,2027-11-04,55,541.07,29758.85,Overstock,Biohazard Disposal,Completed,EMP017,WH-E,Excess inventory
WR001860,INV003627,MED039738,BAT673132,2026-03-23,2025-04-10,1,28.37,28.37,Contaminated,Biohazard Disposal,Pending,EMP011,WH-D,Contaminated during storage
WR001861,INV004653,MED128463,BAT495970,2026-07-14,2026-06-21,170,137.83,23431.1,Expired,Incineration,Completed,EMP009,WH-C,Expired stock removed
WR001862,INV000953,MED116897,BAT145939,2025-11-22,2025-09-29,116,535.49,62116.84,Expired,Biohazard Disposal,Completed,EMP004,WH-C,Expired stock removed
WR001863,INV003290,MED002272,BAT836094,2026-07-21,2026-08-31,51,577.89,29472.39,Expired,Biohazard Disposal,Completed,EMP001,WH-A,Medicine expired
WR001864,INV002247,MED093511,BAT551211,2026-07-13,2026-01-13,116,389.97,45236.52,Expired,Biohazard Disposal,Pending,EMP003,WH-E,Medicine expired
WR001865,INV000761,MED133081,BAT144008,2026-07-21,2027-08-17,137,523.17,71674.29,Expired,Incineration,Completed,EMP003,WH-C,Expired stock removed
WR001866,INV003425,MED034931,BAT411588,2026-07-21,2027-04-11,87,464.89,40445.43,Expired,Return to Supplier,Completed,EMP008,WH-C,Medicine expired
WR001867,INV002864,MED078143,BAT867887,2026-06-14,2025-08-30,155,582.94,90355.7,Damaged,Incineration,Pending,EMP001,WH-D,Packaging damaged
WR001868,INV003018,MED086633,BAT798361,2026-07-21,2028-02-13,18,413.53,7443.54,Expired,Incineration,Completed,EMP014,WH-E,Expired stock removed
WR001869,INV002387,MED064838,BAT590249,2026-07-21,2027-01-16,177,198.12,35067.24,Expired,Return to Supplier,Completed,EMP020,WH-E,Expired stock removed
WR001870,INV000927,MED091734,BAT155432,2026-04-13,2028-06-02,100,253.86,25386.0,Damaged,Biohazard Disposal,Completed,EMP007,WH-C,Broken container
WR001871,INV001198,MED101956,BAT903966,2025-06-28,2025-06-26,35,278.91,9761.85,Expired,Incineration,Completed,EMP008,WH-C,Medicine expired
WR001872,INV002697,MED093632,BAT754607,2025-12-28,2025-09-04,86,68.34,5877.24,Expired,Incineration,Completed,EMP004,WH-E,Expired stock removed
WR001873,INV004801,MED087540,BAT533121,2026-04-21,2028-08-13,132,146.02,19274.64,Damaged,Incineration,Completed,EMP018,WH-D,Broken container
WR001874,INV003836,MED079999,BAT381277,2026-01-13,2025-08-11,146,247.88,36190.48,Expired,Return to Supplier,Completed,EMP013,WH-C,Medicine expired
WR001875,INV001546,MED045367,BAT509668,2026-01-22,2028-12-23,127,122.01,15495.27,Recalled,Return to Supplier,Completed,EMP007,WH-A,Safety recall
WR001876,INV001551,MED123430,BAT620760,2026-07-21,2027-02-17,111,513.86,57038.46,Expired,Recycling,Completed,EMP015,WH-E,Expired stock removed
WR001877,INV004841,MED000020,BAT335312,2026-04-02,2027-06-09,58,73.12,4240.96,Overstock,Incineration,Pending,EMP015,WH-A,Low demand
WR001878,INV002831,MED041906,BAT769669,2026-02-18,2026-10-29,55,396.06,21783.3,Overstock,Incineration,Completed,EMP016,WH-E,Excess inventory
WR001879,INV004821,MED121654,BAT615835,2026-07-21,2028-09-07,174,559.17,97295.58,Expired,Incineration,Completed,EMP017,WH-A,Expired stock removed
WR001880,INV000850,MED112882,BAT617459,2026-07-21,2028-10-24,121,50.54,6115.34,Expired,Recycling,Completed,EMP012,WH-D,Expired stock removed
WR001881,INV000680,MED036891,BAT527066,2026-02-06,2027-03-27,77,537.38,41378.26,Contaminated,Recycling,Pending,EMP019,WH-C,Quality issue
WR001882,INV001586,MED092680,BAT291834,2026-07-16,2028-08-20,105,199.79,20977.95,Overstock,Recycling,Completed,EMP013,WH-D,Excess inventory
WR001883,INV002716,MED104590,BAT870677,2026-04-21,2026-04-19,45,487.4,21933.0,Contaminated,Recycling,Completed,EMP011,WH-B,Contaminated during storage
WR001884,INV001611,MED061844,BAT933292,2026-07-21,2029-01-02,49,160.18,7848.82,Expired,Return to Supplier,Completed,EMP019,WH-E,Medicine expired
WR001885,INV003043,MED056168,BAT195813,2026-03-10,2024-08-23,75,24.25,1818.75,Recalled,Incineration,Completed,EMP006,WH-E,Manufacturer recall
WR001886,INV001091,MED061511,BAT735271,2026-07-21,2027-01-10,185,317.63,58761.55,Expired,Recycling,Completed,EMP008,WH-E,Medicine expired
WR001887,INV003964,MED011184,BAT576412,2026-05-22,2026-04-21,11,320.33,3523.63,Damaged,Recycling,Completed,EMP016,WH-E,Broken container
WR001888,INV000357,MED094009,BAT107704,2026-07-21,2029-02-16,118,358.29,42278.22,Expired,Return to Supplier,Completed,EMP018,WH-A,Medicine expired
WR001889,INV002488,MED028656,BAT836641,2026-03-07,2028-06-28,71,57.62,4091.02,Damaged,Return to Supplier,Completed,EMP013,WH-A,Broken container
WR001890,INV004240,MED088026,BAT926235,2026-05-10,2027-07-23,181,525.71,95153.51,Damaged,Biohazard Disposal,Completed,EMP014,WH-E,Packaging damaged
WR001891,INV002167,MED120117,BAT544474,2026-05-06,2025-02-18,12,429.55,5154.6,Expired,Return to Supplier,Completed,EMP015,WH-D,Expired stock removed
WR001892,INV003837,MED022784,BAT274612,2026-07-21,2027-02-04,75,395.03,29627.25,Expired,Return to Supplier,Completed,EMP020,WH-E,Medicine expired
WR001893,INV001234,MED049541,BAT887331,2026-07-21,2027-06-15,3,376.79,1130.37,Expired,Biohazard Disposal,Completed,EMP015,WH-E,Medicine expired
WR001894,INV004572,MED090748,BAT166840,2026-06-23,2026-06-09,116,497.19,57674.04,Damaged,Biohazard Disposal,Completed,EMP011,WH-C,Broken container
WR001895,INV004684,MED041137,BAT982552,2026-06-04,2026-04-06,46,333.81,15355.26,Overstock,Incineration,Completed,EMP004,WH-C,Low demand
WR001896,INV001231,MED133562,BAT716472,2026-07-21,2028-07-15,100,236.48,23648.0,Expired,Biohazard Disposal,Completed,EMP016,WH-C,Medicine expired
WR001897,INV000326,MED022622,BAT867926,2026-06-05,2028-08-17,2,108.65,217.3,Recalled,Recycling,Completed,EMP020,WH-E,Safety recall
WR001898,INV004728,MED041553,BAT742278,2026-04-29,2027-09-26,160,350.01,56001.6,Overstock,Incineration,Completed,EMP016,WH-C,Excess inventory
WR001899,INV002088,MED079938,BAT497530,2026-07-21,2027-02-13,55,415.67,22861.85,Expired,Biohazard Disposal,Completed,EMP018,WH-D,Expired stock removed
WR001900,INV001925,MED049140,BAT423953,2026-07-21,2027-07-17,63,250.53,15783.39,Expired,Incineration,Completed,EMP017,WH-B,Expired stock removed
WR001901,INV001303,MED129065,BAT291021,2025-12-21,2024-12-11,19,101.32,1925.08,Expired,Biohazard Disposal,Completed,EMP013,WH-D,Expired stock removed
WR001902,INV001876,MED010826,BAT669126,2026-02-21,2027-11-11,65,573.47,37275.55,Recalled,Biohazard Disposal,Completed,EMP011,WH-E,Safety recall
WR001903,INV002857,MED131180,BAT513468,2026-07-21,2027-06-22,21,167.34,3514.14,Expired,Biohazard Disposal,Completed,EMP016,WH-B,Expired stock removed
WR001904,INV000754,MED104570,BAT570103,2026-07-21,2026-12-25,129,284.2,36661.8,Expired,Incineration,Completed,EMP011,WH-B,Expired stock removed
WR001905,INV004436,MED110624,BAT908763,2026-07-21,2028-04-02,21,470.25,9875.25,Expired,Return to Supplier,Pending,EMP018,WH-A,Medicine expired
WR001906,INV001803,MED125500,BAT370625,2026-07-21,2027-10-16,117,114.67,13416.39,Expired,Biohazard Disposal,Completed,EMP013,WH-C,Expired stock removed
WR001907,INV000571,MED063567,BAT833599,2026-04-17,2027-03-18,59,43.89,2589.51,Overstock,Incineration,Completed,EMP001,WH-D,Excess inventory
WR001908,INV001176,MED048579,BAT556633,2026-06-26,2028-01-28,39,370.98,14468.22,Damaged,Biohazard Disposal,Completed,EMP002,WH-B,Packaging damaged
WR001910,INV002603,MED090723,BAT852634,2026-03-07,2027-06-07,171,546.29,93415.59,Damaged,Biohazard Disposal,Completed,EMP002,WH-B,Broken container
WR001911,INV000726,MED063926,BAT238661,2026-05-15,2026-03-31,158,304.73,48147.34,Overstock,Incineration,Completed,EMP009,WH-B,Low demand
WR001912,INV000768,MED024045,BAT567863,2026-07-21,2027-01-31,159,392.96,62480.64,Expired,Return to Supplier,Completed,EMP001,WH-D,Medicine expired
WR001913,INV003024,MED081333,BAT432256,2026-05-29,2025-12-22,78,13.9,1084.2,Damaged,Return to Supplier,Pending,EMP012,WH-E,Packaging damaged
WR001914,INV000899,MED087409,BAT988268,2026-07-21,2027-10-12,62,479.52,29730.24,Expired,Incineration,Completed,EMP001,WH-E,Medicine expired
WR001915,INV003232,MED014850,BAT190750,2026-06-07,2026-02-08,68,246.68,16774.24,Expired,Recycling,Completed,EMP004,WH-A,Medicine expired
WR001916,INV004878,MED032906,BAT207328,2026-07-20,2025-05-21,131,202.76,26561.56,Damaged,Recycling,Completed,EMP010,WH-E,Packaging damaged
WR001917,INV001712,MED033967,BAT682532,2026-07-21,2027-04-14,13,174.2,2264.6,Expired,Biohazard Disposal,Completed,EMP010,WH-D,Medicine expired
WR001918,INV003073,MED054498,BAT783943,2026-03-01,2027-12-02,177,573.11,101440.47,Damaged,Incineration,Completed,EMP002,WH-A,Packaging damaged
WR001919,INV003669,MED097154,BAT125630,2026-05-05,2025-12-23,3,557.08,1671.24,Overstock,Incineration,Completed,EMP019,WH-E,Low demand
WR001920,INV000712,MED001036,BAT367946,2026-05-07,2026-05-22,173,516.35,89328.55,Recalled,Recycling,Completed,EMP008,WH-C,Safety recall
WR001921,INV003432,MED136223,BAT692808,2026-07-21,2027-04-19,180,253.89,45700.2,Expired,Recycling,Completed,EMP016,WH-A,Expired stock removed
WR001922,INV004229,MED020507,BAT482500,2026-02-08,2026-06-10,30,348.24,10447.2,Contaminated,Recycling,Completed,EMP007,WH-A,Contaminated during storage
WR001923,INV004094,MED019353,BAT466142,2026-03-02,2026-10-31,122,244.45,29822.9,Overstock,Recycling,Completed,EMP012,WH-B,Excess inventory
WR001924,INV002468,MED087221,BAT319231,2026-02-21,2027-04-08,109,386.84,42165.56,Damaged,Biohazard Disposal,Completed,EMP004,WH-D,Packaging damaged
WR001925,INV002409,MED082605,BAT203449,2026-07-21,2027-07-08,65,113.17,7356.05,Expired,Incineration,Pending,EMP019,WH-A,Medicine expired
WR001926,INV002639,MED105829,BAT549796,2026-07-19,2026-07-02,149,587.29,87506.21,Expired,Biohazard Disposal,Completed,EMP005,WH-C,Medicine expired
WR001927,INV000421,MED021536,BAT204904,2026-07-21,2027-09-11,163,194.08,31635.04,Expired,Recycling,Completed,EMP019,WH-C,Expired stock removed
WR001928,INV002026,MED039374,BAT285923,2026-07-21,2027-01-04,73,405.54,29604.42,Expired,Incineration,Completed,EMP006,WH-B,Expired stock removed
WR001929,INV000017,MED115843,BAT518373,2026-07-21,2027-10-12,33,152.5,5032.5,Expired,Incineration,Completed,EMP001,WH-E,Medicine expired
WR001930,INV002264,MED125059,BAT600124,2026-05-18,2027-09-10,187,34.7,6488.9,Damaged,Return to Supplier,Completed,EMP009,WH-D,Broken container
WR001931,INV003699,MED110235,BAT332763,2026-07-03,2028-09-05,59,382.1,22543.9,Recalled,Recycling,Completed,EMP001,WH-E,Safety recall
WR001932,INV002866,MED024100,BAT395634,2026-03-11,2028-10-14,172,395.78,68074.16,Recalled,Incineration,Completed,EMP004,WH-E,Safety recall
WR001933,INV003784,MED021626,BAT250472,2026-06-19,2028-05-04,17,136.72,2324.24,Damaged,Return to Supplier,Completed,EMP005,WH-A,Broken container
WR001934,INV000396,MED045386,BAT459513,2026-03-24,2027-05-03,116,363.5,42166.0,Recalled,Recycling,Completed,EMP012,WH-C,Manufacturer recall
WR001935,INV004193,MED002039,BAT343938,2026-07-21,2027-05-10,77,513.16,39513.32,Expired,Incineration,Completed,EMP009,WH-A,Medicine expired
WR001936,INV002158,MED076809,BAT970181,2026-01-30,2026-09-17,188,385.27,72430.76,Damaged,Incineration,Completed,EMP008,WH-D,Broken container
WR001937,INV001260,MED083432,BAT163821,2026-04-20,2026-04-11,95,288.98,27453.1,Expired,Incineration,Completed,EMP016,WH-C,Expired stock removed
WR001938,INV004644,MED079290,BAT453148,2026-07-21,2027-01-18,143,578.88,82779.84,Expired,Biohazard Disposal,Completed,EMP013,WH-C,Expired stock removed
WR001939,INV002238,MED133903,BAT307905,2026-06-28,2026-04-13,91,591.78,53851.98,Expired,Biohazard Disposal,Completed,EMP002,WH-C,Medicine expired
WR001940,INV003747,MED040014,BAT336713,2026-07-21,2026-08-04,110,380.31,41834.1,Expired,Incineration,Pending,EMP001,WH-D,Medicine expired
WR001941,INV004232,MED078427,BAT793710,2026-07-21,2026-11-22,79,550.44,43484.76,Expired,Return to Supplier,Completed,EMP002,WH-A,Medicine expired
WR001942,INV003441,MED060454,BAT153172,2026-02-03,2026-10-04,19,60.15,1142.85,Recalled,Incineration,Completed,EMP012,WH-A,Manufacturer recall
WR001943,INV002217,MED021172,BAT853429,2026-02-15,2028-01-15,190,495.32,94110.8,Damaged,Incineration,Completed,EMP001,WH-E,Broken container
WR001944,INV000363,MED105767,BAT333049,2026-07-21,2027-02-07,11,226.15,2487.65,Expired,Recycling,Completed,EMP018,WH-A,Expired stock removed
WR001945,INV002849,MED087194,BAT324813,2026-04-16,2028-01-09,166,142.14,23595.24,Damaged,Return to Supplier,Completed,EMP015,WH-B,Packaging damaged
WR001946,INV003860,MED076141,BAT993999,2026-02-28,2027-01-12,180,505.72,91029.6,Damaged,Recycling,Completed,EMP020,WH-A,Packaging damaged
WR001947,INV001378,MED052532,BAT239580,2026-02-21,2028-01-01,73,343.19,25052.87,Recalled,Incineration,Completed,EMP019,WH-E,Manufacturer recall
WR001948,INV000995,MED047804,BAT753756,2026-04-10,2027-01-13,116,598.22,69393.52,Damaged,Recycling,Completed,EMP007,WH-E,Packaging damaged
WR001949,INV002199,MED067054,BAT475531,2026-07-03,2025-09-24,14,502.36,7033.04,Damaged,Incineration,Completed,EMP020,WH-A,Broken container
WR001951,INV004014,MED122106,BAT443457,2026-07-21,2026-11-27,81,271.26,21972.06,Expired,Biohazard Disposal,Completed,EMP009,WH-B,Medicine expired
WR001952,INV001891,MED031848,BAT834447,2026-03-17,2025-09-22,99,436.71,43234.29,Expired,Biohazard Disposal,Completed,EMP007,WH-E,Medicine expired
WR001953,INV003287,MED095779,BAT737099,2026-06-11,2025-09-05,128,26.53,3395.84,Expired,Return to Supplier,Completed,EMP009,WH-E,Medicine expired
WR001954,INV004001,MED109524,BAT651786,2026-07-21,2027-01-08,149,37.47,5583.03,Expired,Return to Supplier,Completed,EMP011,WH-C,Expired stock removed
WR001955,INV004362,MED122611,BAT152149,2026-05-18,2026-01-28,69,17.18,1185.42,Expired,Biohazard Disposal,Completed,EMP004,WH-B,Expired stock removed
WR001956,INV002870,MED114818,BAT815838,2026-04-08,2025-01-29,46,337.4,15520.4,Expired,Biohazard Disposal,Completed,EMP015,WH-E,Expired stock removed
WR001957,INV004195,MED009938,BAT864579,2026-07-21,2028-03-11,94,585.3,55018.2,Expired,Return to Supplier,Completed,EMP001,WH-E,Medicine expired
WR001958,INV000470,MED033289,BAT703869,2026-03-17,2027-06-27,27,405.55,10949.85,Contaminated,Biohazard Disposal,Completed,EMP016,WH-D,Quality issue
WR001959,INV003253,MED121289,BAT600714,2026-07-21,2028-05-17,38,536.72,20395.36,Expired,Return to Supplier,Completed,EMP014,WH-C,Expired stock removed
WR001960,INV004733,MED040426,BAT119024,2026-07-20,2025-11-12,47,346.62,16291.14,Overstock,Recycling,Completed,EMP010,WH-E,Excess inventory
WR001961,INV002200,MED129484,BAT642126,2026-04-08,2028-06-15,40,109.94,4397.6,Damaged,Biohazard Disposal,Completed,EMP015,WH-B,Packaging damaged
WR001962,INV002956,MED015292,BAT722745,2025-11-08,2025-10-12,130,395.58,51425.4,Expired,Recycling,Completed,EMP011,WH-E,Medicine expired
WR001963,INV000500,MED001721,BAT787603,2026-07-16,2027-06-16,83,41.12,3412.96,Contaminated,Recycling,Completed,EMP010,WH-C,Quality issue
WR001964,INV002674,MED038850,BAT668017,2026-07-21,2027-08-13,23,498.91,11474.93,Expired,Recycling,Completed,EMP013,WH-B,Expired stock removed
WR001965,INV004639,MED096992,BAT548508,2026-01-22,2026-11-29,12,586.32,7035.84,Recalled,Biohazard Disposal,Completed,EMP017,WH-D,Safety recall
WR001966,INV003408,MED121806,BAT796303,2026-07-20,2026-07-17,143,183.51,26241.93,Expired,Return to Supplier,Completed,EMP018,WH-D,Expired stock removed
WR001967,INV000900,MED107040,BAT211763,2026-03-31,2026-10-02,170,192.98,32806.6,Recalled,Return to Supplier,Completed,EMP015,WH-B,Safety recall
WR001968,INV001849,MED135912,BAT621084,2026-06-29,2026-05-06,11,42.7,469.7,Expired,Return to Supplier,Pending,EMP016,WH-C,Medicine expired
WR001969,INV002166,MED050507,BAT788402,2026-04-21,2026-04-07,34,75.49,2566.66,Expired,Incineration,Completed,EMP009,WH-E,Expired stock removed
