Medicine_ID,Product_NDC,Generic_Name,Brand_Name,Manufacturer,Active_Ingredient,Strength,Dosage_Form,Route,Pharm_Class,Category_ID,Category_Name
MED122922,72603-590,Naloxone Hydrochloride,Naloxone Hydrochloride,Northstar Rxllc,NALOXONE HYDROCHLORIDE,.4 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR,Opioid Antagonist [EPC],CAT004,Pain Management
MED122951,72628-108,Menthol,Menthol Vapor Cough Drops,"Boston Nutraceutical Production, S.L",MENTHOL,20 mg/1,PASTILLE,ORAL,UNKNOWN,CAT015,Others
MED123009,72789-494,Nifedipine,Nifedipine,"Pd-Rx Pharmaceuticals, Inc.",NIFEDIPINE,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,Calcium Channel Antagonists [MoA],CAT003,Diabetes
MED123033,72839-515,"Avobenzone 3%, Homosalate 10%, Octocrylene 6%",Rubber Ducky Spf 50 Unfragranced Sunscreen,"Derma Care Research Labs, Llc",AVOBENZONE,3 g/100g,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED123059,72865-246,Levothyroxine Sodium,Levothyroxine Sodium,"Xlcare Pharmaceuticals, Inc.",LEVOTHYROXINE SODIUM,.2 mg/1,TABLET,ORAL,Thyroxine [CS],CAT009,Oncology
MED123086,72888-224,Guanfacine,Guanfacine,Advagen Pharma Limited,GUANFACINE HYDROCHLORIDE,1 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Adrenergic alpha2-Agonists [MoA],CAT003,Diabetes
MED123106,72987-001,Oxygen,Oxygen,"Accurate Healthcare, Inc.",OXYGEN,99 L/100L,GAS,RESPIRATORY (INHALATION),UNKNOWN,CAT015,Others
MED123151,73190-068,Deflazacort,Deflazacort,Avkare,DEFLAZACORT,6 mg/1,TABLET,ORAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED123158,73234-037,Sodium Monofluorophosphate,United Asutra Tc Kit Colgate,"Ming Fai Enterprise (Cambodia) Co., Ltd",UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED123159,73242-1112,Sodium Monofluorophosphate,Cloveden Tooth,"Dong Il Pharms Co.,Ltd",SODIUM MONOFLUOROPHOSPHATE,.76 g/100g,"PASTE, DENTIFRICE",ORAL,UNKNOWN,CAT015,Others
MED123168,73288-005,Bacitracin Zinc,First Aid Antibiotic,"Ningbo Tianbo First Aid Product Co., Ltd.",BACITRACIN ZINC,400 [USP'U]/g,OINTMENT,TOPICAL,Aminoglycoside Antibacterial [EPC],CAT001,Antibiotics
MED123193,0536-1443,Clotrimazole,Clotrimazole,"Rugby Laboratories, Inc.",CLOTRIMAZOLE,1 g/100mL,SOLUTION,TOPICAL,Azole Antifungal [EPC],CAT001,Antibiotics
MED123207,73517-427,Zinc Oxide,Pipette Diaper Rash,"Amyris, Inc",ZINC OXIDE,14 g/100mL,CREAM,TOPICAL,Copper Absorption Inhibitor [EPC],CAT007,Gastrointestinal
MED123248,73684-300,Dexchlorpheniramine Maleate,Corphena,Blucrest Pharmaceuticals Llc,DEXCHLORPHENIRAMINE MALEATE,2 mg/5mL,SOLUTION,ORAL,UNKNOWN,CAT015,Others
MED123249,0548-5711,Medroxyprogesterone Acetate,Medroxyprogesterone Acetate,"Amphastar Pharmaceuticals, Inc.",MEDROXYPROGESTERONE ACETATE,150 mg/mL,"INJECTION, SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,Progesterone Congeners [CS],CAT009,Oncology
MED123341,75854-309,"Ascorbic Acid, Cholecalciferol, .Alpha.-Tocopherol Acetate, Dl-, Folic Acid, Pyridoxine Hydrochloride, Cyanocobalamin, Biotin, Calcium Carbonate, Ferrous Fumarate, Magnesium Oxide, Lactic Acid And Doconexent",Prenate Enhance,"Avion Pharmaceuticals, Llc",".ALPHA.-TOCOPHEROL ACETATE, DL-",10 [iU]/1,"CAPSULE, GELATIN COATED",ORAL,Analogs/Derivatives [Chemical/Ingredient],CAT014,Vitamins & Supplements
MED123353,0573-0170,Ibuprofen,Childrens Advil,Haleon Us Holdings Llc,IBUPROFEN,100 mg/5mL,SUSPENSION,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED123388,76162-409,Guaifenesin,Topcare Mucus Er,Topco Associates Llc,GUAIFENESIN,1200 mg/1,"TABLET, MULTILAYER, EXTENDED RELEASE",ORAL,Decreased Respiratory Secretion Viscosity [PE],CAT006,Respiratory
MED123394,76162-761,Docusate Sodium,Topcare Stool Softener,Topco Associates Llc,DOCUSATE SODIUM,100 mg/1,"CAPSULE, LIQUID FILLED",ORAL,UNKNOWN,CAT015,Others
MED123397,0573-1912,Petrolatum,Chapstick Classic Spearmint,Haleon Us Holdings Llc,PETROLATUM,450 mg/g,STICK,TOPICAL,UNKNOWN,CAT015,Others
MED123420,76282-417,Lisinopril,Lisinopril,Exelan Pharmaceuticals Inc.,LISINOPRIL,2.5 mg/1,TABLET,ORAL,Angiotensin Converting Enzyme Inhibitor [EPC],CAT003,Diabetes
MED123430,76282-729,Lisinopril,Lisinopril,"Exelan Pharmaceuticals, Inc",LISINOPRIL,5 mg/1,TABLET,ORAL,Angiotensin Converting Enzyme Inhibitor [EPC],CAT003,Diabetes
MED123456,76354-536,"Zinc Oxide, Titanium Dioxide, Homosalate, Octisalate, Octocrylene",E L F Camo Semi Matte Cc Spf 30 Tan 460 W,"E.L.F. Cosmetics, Inc.",HOMOSALATE,50 mg/g,CREAM,TOPICAL,Copper Absorption Inhibitor [EPC],CAT007,Gastrointestinal
MED123517,76420-734,Tramadol Hydrochloride,Tramadol Hydrochloride,"Asclemed Usa, Inc.",TRAMADOL HYDROCHLORIDE,100 mg/1,"TABLET, COATED",ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED123541,76420-912,Nortriptyline Hydrochloride,Nortriptyline Hydrochloride,"Asclemed Usa, Inc.",NORTRIPTYLINE HYDROCHLORIDE,50 mg/1,CAPSULE,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED123545,76451-118,Fludeoxyglucose F18,Fludeoxyglucose F18,3D Imaging Drug Design And Development Llc,FLUDEOXYGLUCOSE F-18,300 mCi/mL,INJECTION,INTRAVENOUS,Radioactive Diagnostic Agent [EPC],CAT014,Vitamins & Supplements
MED123546,76457-003,Bisacodyl,Simpex Bisacodyl Laxative,Simpex Pharma Pvt. Ltd,BISACODYL,5 mg/1,"TABLET, COATED",ORAL,Increased Large Intestinal Motility [PE],CAT007,Gastrointestinal
MED123610,78863-2700,"Allantoin, Titanium Dioxide, Octocrylene, And Avobenzone",Noon Cartessa Accelerate Program,Noon Aesthetics M.R. Ltd,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED123622,79396-000,Alcohol,Hand Sanitizer,Bozzano Group,ALCOHOL,.65 mL/mL,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED123635,79481-0319,Hydrocortisone,Anti Itch,"Meijer, Inc.",HYDROCORTISONE,1 g/100g,CREAM,TOPICAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED123639,79481-0591,Meijer Athletes Foot Liquid Spray,Tolnaftate,Meijer Distribution Inc.,TOLNAFTATE,1.5 g/150g,"AEROSOL, SPRAY",TOPICAL,UNKNOWN,CAT015,Others
MED123643,79481-0828,"Acetaminophen, Dextromethorphan Hydrobromide, Doxylamine Succinate",Meijer Nighttime Cold And Flu Softgel,"Meijer, Inc.",ACETAMINOPHEN,325 mg/1,"CAPSULE, LIQUID FILLED",ORAL,Antihistamine [EPC],CAT006,Respiratory
MED123650,79481-6285,Allantoin 0.5%,Meijer Scar Gel,Meijer,ALLANTOIN,.5 g/100g,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED123680,79903-208,Salicylic Acid 2%,Oil Free Daily Face Eqb,Walmart,SALICYLIC ACID,2 g/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED123738,80425-0165,Zolpidem Tartrate,Zolpidem Tartrate,"Advanced Rx Pharmacy Of Tennessee, Llc",ZOLPIDEM TARTRATE,5 mg/1,TABLET,ORAL,Central Nervous System Depression [PE],CAT005,Neurology
MED123754,80425-0377,Sucralfate,Sucralfate,"Advanced Rx Pharmacy Of Tennessee, Llc",SUCRALFATE,1 g/1,TABLET,ORAL,Aluminum Complex [EPC],CAT014,Vitamins & Supplements
MED123770,80425-0587,Ibuprofen And Famotidine,Ibuprofen And Famotidine,"Advanced Rx Of Tennessee, Llc",FAMOTIDINE,26.6 mg/1,TABLET,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED123843,0615-8138,Topiramate,Topiramate,"Ncs Healthcare Of Ky, Llc Dba Vangard Labs",TOPIRAMATE,25 mg/1,"TABLET, FILM COATED",ORAL,Cytochrome P450 2C19 Inhibitors [MoA],CAT014,Vitamins & Supplements
MED123867,81428-073,Isopropyl Alcohol,Travel Wipes,Singular Enterprises Llc,ISOPROPYL ALCOHOL,70 mL/100mL,CLOTH,TOPICAL,UNKNOWN,CAT015,Others
MED123889,81683-025,"Methyl Salicylate, Menthol, Capsaicin",Rocksauce Fiery Hot Pain Relief,"Implus Footcare, Llc",CAPSAICIN,.00005 g/2.45mL,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED123892,81740-003,Sodium Fluoride,Auraglow Whitening,Auraglow Llc,SODIUM FLUORIDE,2.3 mg/g,"PASTE, DENTIFRICE",DENTAL,UNKNOWN,CAT015,Others
MED123896,0615-8265,Risperidone,Risperidone,"Ncs Healthcare Of Ky, Llc Dba Vangard Labs",RISPERIDONE,3 mg/1,TABLET,ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED123901,81877-620,Methyl Salicylate,Methyl Salicylate 40% Topical Oil,Forreal Pharmaceuticals Llc,METHYL SALICYLATE,40 g/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED123904,81899-035,Zinc Oxide,Sunnydays Broad Spectrum Spf 30 Tinted Sunscreen 35 Point Dume,Tower 28,ZINC OXIDE,126 mg/mL,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED123960,82168-003,Professional Choice Toothpaste,Professional Choice,"Guangzhou City Caiye Cosmetics Co., Ltd",SODIUM MONOFLUOROPHOSPHATE,.76 g/100g,"PASTE, DENTIFRICE",DENTAL,UNKNOWN,CAT015,Others
MED124014,82594-001,Salicylic Acid 3%,Scalp Revival,"Beccair, Llc",SALICYLIC ACID,3 g/100mL,SHAMPOO,TOPICAL,UNKNOWN,CAT015,Others
MED124043,82706-008,Acetaminophen,Notts - Muscle Aches And Pain,Vivunt Pharma Llc,ACETAMINOPHEN,650 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED124076,82804-111,Pioglitazone,Pioglitazone,Proficient Rx Lp,PIOGLITAZONE HYDROCHLORIDE,30 mg/1,TABLET,ORAL,Peroxisome Proliferator Receptor alpha Agonist [EPC],CAT003,Diabetes
MED124106,0615-8586,Divalproex Sodium,Divalproex Sodium,"Ncs Healthcare Of Ky, Llc Dba Vangard Labs",DIVALPROEX SODIUM,125 mg/1,"TABLET, DELAYED RELEASE",ORAL,Anti-epileptic Agent [EPC],CAT005,Neurology
MED124153,82968-003,Tadalafil,Tadalafil,Fourrts (India) Laboratories Private Limited,TADALAFIL,10 mg/1,"TABLET, FILM COATED",ORAL,Phosphodiesterase 5 Inhibitor [EPC],CAT003,Diabetes
MED124156,82969-1031,Potassium Dichromate,Bestmade Natural Products Potassium Dichromate Kali Dichrom (Kali Bich),Bestmade Natural Products,POTASSIUM DICHROMATE,6 [hp_X]/6[hp_X],"TABLET, SOLUBLE",ORAL,UNKNOWN,CAT015,Others
MED124164,82969-2012,"Abies Nigd5, Anti Crudd8, Condurangod4, Lycopodiumd5, Nux Vomicad5, Ornithogalumd4, Symphytumd4",Bestmade Natural Products,Bestmade Natural Products,ANTIMONY TRISULFIDE,30 [hp_C]/30[hp_C],LIQUID,ORAL,Allergens [CS],CAT006,Respiratory
MED124174,82969-2100,"Agraphis Nutans, Castoreum, Formica Rufa, Lemna Minor, Sanguinaria Nitricum, Sticta Pul, Teucrium Marum, Thuja",Bestmade Natural Products Bm100,Bestmade Natural Products,CASTOR CANADENSIS SCENT GLAND SECRETION,30 [hp_C]/30[hp_C],LIQUID,ORAL,UNKNOWN,CAT015,Others
MED124195,82969-2493,"Apis Mell, Ars Alb, Berb Vulg, Hellebore, Lycopodium",Bm Bm193 Drops,Total Operations Management Llc Dba:Bestmade Natural Products Micro,APIS MELLIFERA,5 [hp_X]/mL,LIQUID,ORAL,Allergens [CS],CAT006,Respiratory
MED124208,82969-5031,Carbo Animalis,Bestmade Natural Products Carbo Ani,Bestmade Natural Products,CARBO ANIMALIS,30 [hp_C]/30[hp_C],"TABLET, SOLUBLE",ORAL,UNKNOWN,CAT015,Others
MED124219,82969-5093,Silicea,Bestmade Natural Products Silicea,Bestmade Natural Products,SILICA,30 [hp_C]/30[hp_C],"TABLET, SOLUBLE",ORAL,UNKNOWN,CAT015,Others
MED124222,82969-5103,Zyncum Metallicum,Bestmade Natural Products Zyncum Met,Bestmade Natural Products,ZINC,30 [hp_C]/30[hp_C],"TABLET, SOLUBLE",ORAL,UNKNOWN,CAT015,Others
MED124223,82969-5119,Carbo Vegetabilis 3X (Hpus),Bestmade Natural Products Carbo Veg 3X,Bestmade Natural Products,ACTIVATED CHARCOAL,3 [hp_X]/62.5mg,TABLET,ORAL,UNKNOWN,CAT015,Others
MED124290,83170-003,Povidone Iodine Prep Pad,Povidone Iodine Prep Pad,Hua Jing Medical Supplies Inc.,POVIDONE-IODINE,10 mg/100mg,CLOTH,TOPICAL,UNKNOWN,CAT015,Others
MED124295,83173-138,Calcium Carbonate,Mgc Health Calcium Carbonate Antacid Tropical Fruit,Medical Group Care Llc,CALCIUM CARBONATE,1000 mg/1,TABLET,ORAL,Blood Coagulation Factor [EPC],CAT003,Diabetes
MED124299,83247-2764,Zinc Oxide,Iris And Romeo Weekend Skin Moisture Lip Balm - Suede,Iris And Romeo,ZINC OXIDE,110 mg/mL,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED124312,83257-009,Bevacizumab-Nwgd,Jobevne,Biocon Biologics Inc.,BEVACIZUMAB,25 mg/mL,INJECTION,INTRAVASCULAR,Vascular Endothelial Growth Factor Inhibitor [EPC],CAT010,Allergy
MED124343,83324-170,Magnesium Citrate,Magnesium Citrate,Chain Drug Marketing Association,MAGNESIUM CITRATE,1.745 g/29.6mL,LIQUID,ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED124349,83324-233,Athletes Foot Powder Spray Talc Free,Miconazole Nitrate,Chain Drug Marketing Association,MICONAZOLE NITRATE,20 mg/g,"AEROSOL, POWDER",TOPICAL,Azole Antifungal [EPC],CAT001,Antibiotics
MED124361,83385-001,"Echinacea Purpurea, Wood Creosote, Thuja Occidentalis Leafy Twig",Organic And Plant-Based Vulvovaginal Care,Momotaro Apotheca Llc,ECHINACEA PURPUREA,12 [hp_X]/1,SUPPOSITORY,VAGINAL,UNKNOWN,CAT015,Others
MED124399,83676-436,"Capsaicin, Menthol",Pure Ease Neur Cream Instant Deep Pain Relief,"Serenu, Inc.",CAPSAICIN,.25 mg/mL,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED124416,83729-110,Anticavity Mouthwash,Ortho Super Mint Fluoride Mouthwash,"Supermouth, Llc.",SODIUM FLUORIDE,.002 mg/10mL,LIQUID,DENTAL,UNKNOWN,CAT015,Others
MED124420,83787-103,Berdazimer,Zelsuvmi,"Lnhc, Inc.",UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED124463,84035-002,Sodium Fluoride 0.24%,Dentalclean Regenerator Sensitive Dental Gel With Flouride,Rabbit Indstria E Comrcio De Produtos De Higiene Pessoal Ltda,SODIUM FLUORIDE,2.4 mg/g,"PASTE, DENTIFRICE",DENTAL,UNKNOWN,CAT015,Others
MED124521,0713-5421,Zolpidem Tartrate,Ambien,"Cosette Pharmaceuticals, Inc.",ZOLPIDEM TARTRATE,10 mg/1,"TABLET, FILM COATED",ORAL,Central Nervous System Depression [PE],CAT005,Neurology
MED124526,84165-003,Lidocaine,Lidocaine Pain Relief Gel Roll-On,"Guangzhou Zhupuyou E-Commerce Co., Ltd",LIDOCAINE,.04 g/mL,GEL,TOPICAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED124599,84549-370,Vasopressin,Vasopressin,Propharma Distribution,VASOPRESSIN,20 [USP'U]/mL,INJECTION,INTRAVENOUS,UNKNOWN,CAT015,Others
MED124636,84724-0001,Spray Antiperspirant Odaban,Antiperspirant Odaban,Archifox Gmbh & Co. Kg,ALUMINUM CHLORIDE,4.35 mg/30mL,SPRAY,TOPICAL,UNKNOWN,CAT015,Others
MED124715,85163-006,Glycerin,Ouhoe Ultra Anti-Acne Control Gel,"Shantou Ouhoe Technology Co., Ltd.",CERAMIDE NP,.004 mg/20mg,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED124720,85206-002,Glycerin,Nail Fungus Treatment,"Tt Beauty Trading Co., Ltd.",JOJOBA OIL,.006 mg/30mg,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED124722,85206-006,Glycerin,Nail Treatment Repairing Liquid,"Tt Beauty Trading Co., Ltd.",PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL,2.1 mg/30mg,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED124726,85237-1841,"Acetaminophen, Caffeine, And Pyrilamine Maleate",Midol Complete,Select Consumer Group,ACETAMINOPHEN,500 mg/1,TABLET,ORAL,Central Nervous System Stimulant [EPC],CAT005,Neurology
MED124755,85261-601,Tolnaftate,Hermon Antifungal Bar,"Haikou Pucao Trading Co.,Ltd",TOLNAFTATE,1 g/100g,SOAP,TOPICAL,UNKNOWN,CAT015,Others
MED124758,85282-111,Zinc Oxide,"Merit The Uniform Tinted Mineral Sunscreen Broad Spectrum Spf 45 24 Ecru, Ochre",Power Beauty Co.,ZINC OXIDE,15 g/100mL,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED124781,85321-001,Sunscreen,Karyng Complete Spf Sunscreen Light/Medium,Karyng Llc,TITANIUM DIOXIDE,5.75 g/100g,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED124805,85384-0011,Allantoin,Bed Sore And Wound Healing Cream,Tagrid Llc,ALLANTOIN,5 mg/g,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED124847,85509-1203,Naproxen And Esomeprazole Magnesium,Naproxen And Esomeprazole Magnesium,Phoenix Rx Llc,ESOMEPRAZOLE MAGNESIUM,20 mg/1,"TABLET, DELAYED RELEASE",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED124856,0781-8201,Cladribine,Cladribine,Sandoz Inc.,CLADRIBINE,10 mg/1,TABLET,ORAL,Purine Antimetabolite [EPC],CAT012,Ophthalmology
MED124891,0781-9413,Ampicillin Sodium,Ampicillin,Sandoz Inc,AMPICILLIN SODIUM,2 g/1,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,Penicillin-class Antibacterial [EPC],CAT001,Antibiotics
MED124956,85786-206,Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,Farmacias De Similares Tx Llc,LEVOCETIRIZINE DIHYDROCHLORIDE,5 mg/1,"TABLET, FILM COATED",ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED124966,85816-2210,"Alumina, Bryonia, Colocynthis, China Off, Lycopodium, Thuja Occ, Nux Vom",Merc Corr,Bm Private Limited,ALUMINA,30 [hp_X]/mL,LIQUID,ORAL,Allergens [CS],CAT006,Respiratory
MED124993,85939-212,"Titanium Dioxide, Zinc Oxide",Tinted Mineral Lip Sunscreen,Oraios Beauty Llc,TITANIUM DIOXIDE,40 mg/g,STICK,TOPICAL,UNKNOWN,CAT015,Others
MED125039,87130-001,"Reishi, Schisandra Chinensis Seed, Maritime Pine",Newskin Whole-Layer Repair Serum Powder For Post-Aesthetic Skin,Japan Medical Biotechnology Limited,MARITIME PINE,120 mg/6g,POWDER,ORAL,UNKNOWN,CAT015,Others
MED125059,87236-014,Clotrimazole Usp1%,Clotrimazole Cream,Aldermed Inc.,CLOTRIMAZOLE,1 g/100g,CREAM,TOPICAL,Azole Antifungal [EPC],CAT001,Antibiotics
MED125065,87247-017,Ethyl Alcohol,Sour Lemon 2 Pc Hand Sanitizer With Stickers - Salted Caramel And Souffle Vanilla Scent,Diamond Life Cosmetics Trading Fzco,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED125088,87278-003,Lidocaine 4%,4% Lidocaine Pain Relief Patch,"Guangxi Keyun E-Commerce Co., Ltd.",LIDOCAINE,.04 g/1,PATCH,TRANSDERMAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED125109,87415-100,Salicylic Acid Spot,The Acne Spot Treatment,"Spotless, Inc.",SALICYLIC ACID,2 g/100g,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED125114,0904-6312,Dextromethorphan Polistirex,Cough Dm,Major Pharmaceuticals,DEXTROMETHORPHAN HYDROBROMIDE,30 mg/5mL,SUSPENSION,ORAL,Sigma-1 Agonist [EPC],CAT005,Neurology
MED125135,87569-001,"Avobenzone, Homosalate, Octisalate, Octocrylene Sunscreen",Zenskin Watery Dew Nia-Cica Sunscreen,Zenskin Co. Ltd.,AVOBENZONE,3 mg/100mL,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED125138,87596-006,Hand Sanitizer,Frankly Real Organics Purple Reign Clean Mist Hand Sanitizer Lavender Sandalwood,"Frankly Real Company, Llc",ALCOHOL,62 mL/100mL,SPRAY,TOPICAL,UNKNOWN,CAT015,Others
MED125152,87786-002,Undecylenic Acid 25% Fungal Nail Repair Pen,Wkpiki Fungal Nail Repair Pen,"Wenzhou Yuyuan Pharmaceutical Co., Ltd.",UNDECYLENIC ACID,25 g/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED125197,0904-6642,Quetiapine,Quetiapine,Major Pharmaceuticals,QUETIAPINE FUMARATE,300 mg/1,"TABLET, FILM COATED",ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED125385,0904-7052,Doxepin Hydrochloride,Doxepin Hydrochloride,Major Pharmaceuticals,DOXEPIN HYDROCHLORIDE,10 mg/1,CAPSULE,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED125500,17088-0184,Siponimod,Siponimod,Novartis Pharma Stein Ag,SIPONIMOD,1 mg/1,"TABLET, FILM COATED",UNKNOWN,UNKNOWN,CAT015,Others
MED125629,0904-7464,Lacosamide,Lacosamide,Major Pharmaceuticals,LACOSAMIDE,100 mg/10mL,SOLUTION,ORAL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CAT005,Neurology
MED125790,46014-6060,Uptravi,Uptravi,Excella Gmbh & Co. Kg,SELEXIPAG,.6 mg/1,CAPSULE,UNKNOWN,UNKNOWN,CAT015,Others
MED126438,10210-0088,"Camphor (Synthetic), White Petrolatum, Octinoxate, Oxybenzone",Carmex Variety Pack Classic Medicated Lip Balm Lip Balm Spf 15,"Carma Laboratories, Inc.",UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED126970,10742-7002,Dimethicone,"Softlips Cherry, Raspberry, Vanilla",The Mentholatum Company,DIMETHICONE,20 mg/g,STICK,TOPICAL,Skin Barrier Activity [PE],CAT008,Dermatology
MED127059,10893-600,Sulfur,Naturasil Sulfur-Lavender,"Nature'S Innovation, Inc.",SULFUR,1 [hp_X]/g,SOAP,TOPICAL,UNKNOWN,CAT015,Others
MED127221,11084-802,Alcohol,Alcare Or Foamed Antiseptic Handrub,"Sc Johnson Professional Usa, Inc.",ALCOHOL,62 g/100g,"AEROSOL, FOAM",TOPICAL,UNKNOWN,CAT015,Others
MED127575,11701-063,Dimethicone,Sween 24,Coloplast Corp,"DIMETHICONE, UNSPECIFIED",60 mg/g,CREAM,TOPICAL,Skin Barrier Activity [PE],CAT008,Dermatology
MED127582,11797-156,Fondaparinux Sodium,Fondaparinux Sodium,Italfarmaco S.P.A,FONDAPARINUX SODIUM,7.5 mg/.6mL,"INJECTION, SOLUTION",SUBCUTANEOUS,Factor Xa Inhibitor [EPC],CAT003,Diabetes
MED127641,12546-116,Menthol,Halls Mentholyptus,Mondelez Global Llc,MENTHOL,5.4 mg/1,LOZENGE,ORAL,UNKNOWN,CAT015,Others
MED127675,13668-429,Pantoprazole Sodium,Pantoprazole Sodium,Torrent Pharmaceuticals Limited,PANTOPRAZOLE SODIUM,40 mg/1,"TABLET, DELAYED RELEASE",ORAL,Proton Pump Inhibitor [EPC],CAT007,Gastrointestinal
MED127686,13668-722,Rosuvastatin Calcium,Rosuvastatin Calcium,Torrent Pharmaceuticals Limited,ROSUVASTATIN CALCIUM,20 mg/1,TABLET,ORAL,HMG-CoA Reductase Inhibitor [EPC],CAT003,Diabetes
MED127712,14141-339,"Octinoxate, Zinc Oxide",Lbel Forever Matte Base Control Brillo Y Larga Duracion 48H Fps 15 Control And Longwear Foundation 48H Spf 15 Beige 220-C,Bel Star S.A.,OCTINOXATE,50 mg/g,EMULSION,TOPICAL,UNKNOWN,CAT015,Others
MED127758,15631-2562,Agnus Castus,Agnus Castus,"Rxhomeo Private Limited D.B.A. Rxhomeo, Inc",CHASTE TREE,1 [hp_X]/mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED127776,0003-0524,Dasatinib,Sprycel,"E.R. Squibb & Sons, L.L.C.",DASATINIB,70 mg/1,TABLET,ORAL,Cytochrome P450 3A4 Inhibitors [MoA],CAT014,Vitamins & Supplements
MED127782,16252-539,Isradipine,Isradipine,"Teva Pharmaceuticals Usa, Inc.",ISRADIPINE,2.5 mg/1,CAPSULE,ORAL,Calcium Channel Antagonists [MoA],CAT003,Diabetes
MED127798,16571-803,Zolmitriptan,Zolmitriptan,"Rising Pharma Holdings, Inc.",ZOLMITRIPTAN,2.5 mg/1,"TABLET, FILM COATED",ORAL,Serotonin 1b Receptor Agonists [MoA],CAT005,Neurology
MED127810,16714-117,Rivastigmine,Rivastigmine,Northstar Rx Llc.,RIVASTIGMINE,13.3 mg/24h,"PATCH, EXTENDED RELEASE",TRANSDERMAL,Cholinesterase Inhibitor [EPC],CAT005,Neurology
MED127866,16864-670,Benzethonium Chloride And Benzocaine,Dermoplast First Aid,"Advantice Health, Llc",BENZETHONIUM CHLORIDE,2 mg/g,SPRAY,TOPICAL,Allergens [CS],CAT006,Respiratory
MED127931,21130-707,"Dextromethorphan Hbr, Guaifenesin",Tussin,Safeway,DEXTROMETHORPHAN HYDROBROMIDE,20 mg/20mL,SOLUTION,ORAL,Decreased Respiratory Secretion Viscosity [PE],CAT006,Respiratory
MED127936,21130-786,"Famotidine, Calcium Carbonate, Magnesium Hydroxide",Acid Reducer Complete,Safeway,CALCIUM CARBONATE,800 mg/1,"TABLET, CHEWABLE",ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED127955,21922-043,Tretinoin,Tretinoin,"Encube Ethicals, Inc.",TRETINOIN,.8 mg/g,GEL,TOPICAL,Retinoid [EPC],CAT008,Dermatology
MED128080,0093-8164,Quetiapine,Quetiapine,"Teva Pharmaceuticals Usa, Inc.",QUETIAPINE FUMARATE,300 mg/1,"TABLET, FILM COATED",ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
